dataset,algo,k,silhouette,calinski_harabasz,davies_bouldin,inertia,seconds_mean,seconds_std,repeats,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,composite
no_outliers,agglo-average,9,0.14772513276435228,99.64157523577289,1.6236314093156645,,0.019399819988757373,0.0012884885345185416,5,0.3587640484446936,0.08224944200155973,0.8606429085011584,0.433885466315804
no_outliers,agglo-average,10,0.14913847462094185,91.44911094251957,1.6092762910853982,,0.014405920077115298,0.0031253180527763135,5,0.37238041669353533,0.0,0.8823947725464771,0.4182583964133375
no_outliers,agglo-complete,2,0.11048640382871677,145.15677081403464,2.1714093740456186,,0.014815939869731665,0.0024614593707777597,5,0.0,0.5392058967262786,0.0306120007302072,0.18993929915216193
no_outliers,agglo-complete,3,0.14715195659772343,168.12919580279805,2.0887835306022358,,0.013409180007874966,0.0012735356389183443,5,0.3532419748431159,0.7698409131406312,0.1558123706875154,0.4262984195570875
no_outliers,agglo-complete,4,0.14525117713988042,149.309945806696,1.9897894836830354,,0.013028140086680651,0.001828695813217404,5,0.3349295524541849,0.5809023037478558,0.30581497013266024,0.40721560877823365
no_outliers,agglo-complete,5,0.13533693240004221,135.88409599935247,1.8885564968162238,,0.01572400014847517,0.002622386482022106,5,0.23941408557872662,0.446111523401075,0.45921016562368033,0.381578591534494
no_outliers,agglo-complete,6,0.1515634177643113,125.68317681323963,1.8308975492679467,,0.013746979925781489,0.0020179716539287422,5,0.39574271836787883,0.343697905113872,0.5465789749882697,0.4286731994900068
no_outliers,agglo-complete,7,0.12975498422814433,118.234790249294,1.8892745936367616,,0.01362061994150281,0.0014453707368673866,5,0.1856366774448481,0.2689187401682336,0.4581220558525757,0.30422582448855245
no_outliers,agglo-complete,8,0.11590855898970895,107.64873073896578,2.0415727589944686,,0.013402440119534731,0.0017447628685027879,5,0.05223793594607137,0.16263844933598195,0.2273493841076889,0.14740858979658075
no_outliers,agglo-complete,9,0.11163834670681085,98.07492628632752,2.1701515258667112,,0.012797539960592986,0.0012160477143333822,5,0.011098007432970639,0.0665208410224469,0.032517978942184445,0.03671227579920066
no_outliers,agglo-complete,10,0.11883912673180413,96.26391526087674,2.1193874574368388,,0.013757020048797131,0.004058462239882721,5,0.08047150828987326,0.048338931285633435,0.1094391924885636,0.07941654402135677
